ticker,relevance_score,ticker_sentiment_score
TSLA,0.2110882000000001,0.08549407999999997
GOOG,0.14751606000000003,0.10884908000000001
MSFT,0.13752494,0.08380552000000004
USB
BAC,0.10007172000000003,0.07681248
CAT,0.35225662,0.21261972000000004
MCD,0.19034784,0.054079100000000005
